83069001,20140101000000,43.094,6.1463,2,0,4.8,13.6,9.4,74,89,84,1.9,-999,3,-999,-999
83069001,20140102000000,43.094,6.1463,2,0,9.4,15.2,12.4,76,94,87,2.6,-999,0.2,-999,-999
83069001,20140103000000,43.094,6.1463,2,0,8.1,14.2,12,80,93,86,2.6,-999,0.6,-999,-999
83069001,20140104000000,43.094,6.1463,2,0,11.9,15,13.4,78,92,87,4.9,-999,9.5,-999,-999
83069001,20140105000000,43.094,6.1463,2,0,9.9,15.1,11.4,27,81,42,6.5,-999,0,-999,-999
83069001,20140106000000,43.094,6.1463,2,0,5.4,15,9.8,39,93,71,2.4,-999,0,-999,-999
83069001,20140107000000,43.094,6.1463,2,0,7.1,13.6,11.5,84,93,89,2.2,-999,0,-999,-999
83069001,20140108000000,43.094,6.1463,2,0,8.8,16,11.7,74,96,89,1.3,-999,0.2,-999,-999
83069001,20140109000000,43.094,6.1463,2,0,7.5,15.6,10.9,70,94,86,1.2,-999,0,-999,-999
83069001,20140110000000,43.094,6.1463,2,0,5.9,14.9,11.6,65,92,78,1.5,-999,0,-999,-999
83069001,20140111000000,43.094,6.1463,2,0,10.6,14.8,11.6,69,91,81,1.5,-999,0,-999,-999
83069001,20140112000000,43.094,6.1463,2,0,8.3,16.5,11.7,62,93,82,1.8,-999,0.2,-999,-999
83069001,20140113000000,43.094,6.1463,2,0,6,13.1,10.5,85,94,90,1.7,-999,12.7,-999,-999
83069001,20140114000000,43.094,6.1463,2,0,6.5,13.6,10.5,46,91,66,4.7,-999,0.2,-999,-999
83069001,20140115000000,43.094,6.1463,2,0,4.4,15.2,8.6,36,87,63,2.3,-999,0,-999,-999
83069001,20140116000000,43.094,6.1463,2,0,5.6,14.1,12.1,68,92,88,4.3,-999,29,-999,-999
83069001,20140117000000,43.094,6.1463,2,0,11.4,15,12.6,71,94,85,3.3,-999,5.8,-999,-999
83069001,20140118000000,43.094,6.1463,2,0,8.2,14,12.2,81,94,89,5.1,-999,44.9,-999,-999
83069001,20140119000000,43.094,6.1463,2,0,7.7,12.6,11,79,94,89,2.7,-999,19.3,-999,-999
83069001,20140120000000,43.094,6.1463,2,0,8.1,12.3,9.6,63,94,80,2.4,-999,2,-999,-999
83069001,20140121000000,43.094,6.1463,2,0,4.3,14.8,8.2,43,85,69,2.5,-999,0,-999,-999
83069001,20140122000000,43.094,6.1463,2,0,1.6,13,7.2,50,88,76,2.3,-999,0,-999,-999
83069001,20140123000000,43.094,6.1463,2,0,6,13.5,9.3,48,87,67,2.6,-999,0.6,-999,-999
83069001,20140124000000,43.094,6.1463,2,0,6.6,12.8,9.8,36,54,44,6.5,-999,0,-999,-999
83069001,20140125000000,43.094,6.1463,2,0,3.4,16.8,9,24,65,40,3,-999,0,-999,-999
83069001,20140126000000,43.094,6.1463,2,0,6.4,17.7,14.3,24,82,41,7.2,-999,0,-999,-999
83069001,20140127000000,43.094,6.1463,2,0,10.6,14.6,12.1,24,83,46,7.5,-999,0,-999,-999
83069001,20140128000000,43.094,6.1463,2,0,2.5,12.8,7.4,30,85,51,2.6,-999,2.8,-999,-999
83069001,20140129000000,43.094,6.1463,2,0,2,13,7.9,63,92,84,3.6,-999,21.8,-999,-999
83069001,20140130000000,43.094,6.1463,2,0,6.8,12.5,9.2,66,91,84,6,-999,16.9,-999,-999
83069001,20140131000000,43.094,6.1463,2,0,3.8,10.7,6.5,62,91,80,2.9,-999,0,-999,-999
83069001,20140201000000,43.094,6.1463,2,0,2.4,12.6,8.2,60,92,79,2.8,-999,4.6,-999,-999
83069001,20140202000000,43.094,6.1463,2,0,6.6,8.5,7.5,69,93,83,3.3,-999,5.6,-999,-999
83069001,20140203000000,43.094,6.1463,2,0,5,13.2,8.7,62,90,75,2.2,-999,0.8,-999,-999
83069001,20140204000000,43.094,6.1463,2,0,5.7,12.2,9.6,65,93,81,2.6,-999,4.4,-999,-999
83069001,20140205000000,43.094,6.1463,2,0,5.7,13.4,10.4,46,94,75,4.6,-999,31.1,-999,-999
