66016001,20140226000000,42.473333,3.116667,80,4,5.5,13.3,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20140227000000,42.473333,3.116667,80,4,5.6,14,-999,-999,-999,-999,-999,-999,0.4,-999,-999
66016001,20140228000000,42.473333,3.116667,80,4,6,13,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20140521000000,42.473333,3.116667,80,4,17,21.5,-999,-999,-999,-999,-999,-999,2,-999,-999
66016001,20140620000000,42.473333,3.116667,80,4,15,31,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20140621000000,42.473333,3.116667,80,4,19,31.5,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20140623000000,42.473333,3.116667,80,4,19,28.5,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20140912000000,42.473333,3.116667,80,4,18.5,28,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20140913000000,42.473333,3.116667,80,4,15,27.5,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20140923000000,42.473333,3.116667,80,4,17,22.5,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20140924000000,42.473333,3.116667,80,4,16,23.5,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20140925000000,42.473333,3.116667,80,4,14.5,23,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20140926000000,42.473333,3.116667,80,4,12.3,24,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20140927000000,42.473333,3.116667,80,4,14,22,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20140928000000,42.473333,3.116667,80,4,19,22.5,-999,-999,-999,-999,-999,-999,93,-999,-999
66016001,20140929000000,42.473333,3.116667,80,4,18.5,24,-999,-999,-999,-999,-999,-999,25,-999,-999
66016001,20140930000000,42.473333,3.116667,80,4,18.3,23,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20141001000000,42.473333,3.116667,80,4,18,24,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20141002000000,42.473333,3.116667,80,4,18.5,25,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20141003000000,42.473333,3.116667,80,4,17,24.5,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20141004000000,42.473333,3.116667,80,4,16.5,24,-999,-999,-999,-999,-999,-999,6.7,-999,-999
66016001,20141005000000,42.473333,3.116667,80,4,15.5,20,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20141006000000,42.473333,3.116667,80,4,15,21,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20141007000000,42.473333,3.116667,80,4,14.2,24.5,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20141008000000,42.473333,3.116667,80,4,15.1,27,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20141009000000,42.473333,3.116667,80,4,15.3,28,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20141010000000,42.473333,3.116667,80,4,17,23,-999,-999,-999,-999,-999,-999,1,-999,-999
66016001,20141011000000,42.473333,3.116667,80,4,16.5,25,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20141012000000,42.473333,3.116667,80,4,18,27,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20141013000000,42.473333,3.116667,80,4,16.5,26.3,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20141014000000,42.473333,3.116667,80,4,14.5,22.5,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20141015000000,42.473333,3.116667,80,4,14.6,24,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20141016000000,42.473333,3.116667,80,4,15,24.5,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20141017000000,42.473333,3.116667,80,4,16,26,-999,-999,-999,-999,-999,-999,0,-999,-999
66016001,20141018000000,42.473333,3.116667,80,4,16.5,23,-999,-999,-999,-999,-999,-999,0,-999,-999
