7641,20140101000000,43.39733,3.69217,77,0,282.35,279.95,85,10,4.1,100900,101840,-999,-999
7641,20140101010000,43.39733,3.69217,77,0,281.85,279.85,87,10,4.6,100880,101820,-999,-999
7641,20140101020000,43.39733,3.69217,77,0,282.05,280.05,87,10,4.6,100900,101840,-999,-999
7641,20140101030000,43.39733,3.69217,77,1,281.45,280.05,91,350,5.7,100920,101860,-999,-999
7641,20140101040000,43.39733,3.69217,77,0,281.55,279.85,89,10,4.6,100900,101840,-999,-999
7641,20140101050000,43.39733,3.69217,77,0,281.25,279.35,88,20,5.1,100860,101800,-999,-999
7641,20140101060000,43.39733,3.69217,77,1,280.85,279.15,89,10,5.1,100850,101790,0.4,-999
7641,20140101070000,43.39733,3.69217,77,0,280.85,279.15,89,360,5.7,100850,101790,-999,-999
7641,20140101080000,43.39733,3.69217,77,0,281.15,279.15,87,10,4.6,100860,101800,-999,-999
7641,20140101090000,43.39733,3.69217,77,1,281.65,279.05,84,20,5.1,100870,101810,-999,-999
7641,20140101100000,43.39733,3.69217,77,0,282.55,279.25,80,20,4.6,100870,101810,-999,-999
7641,20140101110000,43.39733,3.69217,77,0,282.85,279.15,78,20,4.6,100800,101740,-999,-999
7641,20140101120000,43.39733,3.69217,77,1,283.05,279.75,80,30,4.1,100690,101630,-999,-999
7641,20140101130000,43.39733,3.69217,77,0,283.85,280.35,79,20,3.6,100590,101520,-999,-999
7641,20140101140000,43.39733,3.69217,77,0,284.15,281.05,81,350,3.6,100550,101480,-999,-999
7641,20140101150000,43.39733,3.69217,77,1,284.35,281.55,83,10,3.1,100540,101470,-999,-999
7641,20140101160000,43.39733,3.69217,77,0,284.25,281.65,84,90,1.5,100500,101430,-999,-999
7641,20140101170000,43.39733,3.69217,77,0,284.65,280.75,77,160,4.6,100530,101460,-999,-999
7641,20140101180000,43.39733,3.69217,77,1,285.05,281.75,80,140,3.6,100470,101400,-999,-999
7641,20140101190000,43.39733,3.69217,77,0,285.25,281.95,80,110,4.6,100410,101330,-999,-999
7641,20140101200000,43.39733,3.69217,77,0,285.35,282.95,85,100,3.6,100360,101280,-999,-999
