Station,Date In,Day_in,Month_in,Year_in,Hour in,Wind Direction,Wind Force,Current Direction,Current speed,T° (Air),T° (water),Date out,Day_out,Month_out,Year_out,Hour out,Wind Direction,Wind Force,Current Direction,Current speed,T° (Air),T° (water),    Observations,
LEU_001,2012-07-16,16,7,2012,15:30:00,NW,3,S,3,24.1,20,2012-07-17,17,7,2012,08:36:00,NW,3,S,3,21.6,19.8,,
LEU_002,2012-07-16,16,7,2012,15:37:00,NW,3,S,3,24.1,20,2012-07-17,17,7,2012,08:41:00,NW,3,S,3,21.6,19.8,,
LEU_003,2012-07-16,16,7,2012,15:40:00,NW,3,S,3,24.1,20,2012-07-17,17,7,2012,08:46:00,NW,3,S,3,21.6,19.8,,
LEU_004,2012-07-16,16,7,2012,15:47:00,NW,3,S,3,24.1,20,2012-07-17,17,7,2012,08:51:00,NW,3,S,3,21.6,19.8,,
LEU_005,2012-07-16,16,7,2012,15:55:00,NW,3,S,3,24.1,20,2012-07-17,17,7,2012,08:56:00,NW,3,S,3,21.6,19.8,,
LEU_006,2012-07-16,16,7,2012,16:03:00,NW,3,S,3,24.1,20,2012-07-17,17,7,2012,09:02:00,NW,3,S,3,21.6,19.8,,
LEU_007,2012-07-16,16,7,2012,16:10:00,NW,3,S,3,24.1,20,2012-07-17,17,7,2012,09:07:00,NW,3,S,3,21.6,19.8,,
LEU_008,2012-07-16,16,7,2012,16:18:00,NW,3,S,3,24.1,20,2012-07-17,17,7,2012,09:15:00,NW,3,S,3,21.6,19.8,,
LEU_009,2012-07-16,16,7,2012,16:24:00,NW,3,S,3,24.1,20,2012-07-17,17,7,2012,09:21:00,NW,3,S,3,21.6,19.8,,
LEU_001,2012-07-17,17,7,2012,19:18:00,NW,2,NW,0.5,32,20,2012-07-18,18,7,2012,10:39:00,,,S,2,21.8,20.8,,
LEU_002,2012-07-17,17,7,2012,19:27:00,NW,2,NW,2,28,20,2012-07-18,18,7,2012,10:33:00,,,S,2,21.5,20.8,,
LEU_003,2012-07-17,17,7,2012,19:35:00,NW,2,NW,1,26.2,20,2012-07-18,18,7,2012,10:28:00,,,S,2,21.6,20.8,,
LEU_004,2012-07-17,17,7,2012,19:42:00,NW,2,NW,1,25.6,20,2012-07-18,18,7,2012,10:22:00,,,S,2,22,20.8,,
LEU_005,2012-07-17,17,7,2012,19:52:00,NW,2,NW,1,27.6,20,2012-07-18,18,7,2012,10:17:00,,,S,2,22.8,20.8,,
LEU_006,2012-07-17,17,7,2012,19:58:00,NW,2,NW,1,27.6,20,2012-07-18,18,7,2012,10:11:00,,,S,2,25,20.8,,
LEU_007,2012-07-17,17,7,2012,20:08:00,NW,2,NW,1,27.7,20,2012-07-18,18,7,2012,10:02:00,,,S,2,25.2,20.8,,
LEU_008,2012-07-17,17,7,2012,20:14:00,NW,2,NW,1,27.4,20,2012-07-18,18,7,2012,09:57:00,,,S,2,25,20.8,,
LEU_009,2012-07-17,17,7,2012,20:20:00,NW,2,NW,1,27.3,20,2012-07-18,18,7,2012,09:52:00,,,S,2,24,20.8,,
LEU_002,2012-07-18,18,7,2012,21:33:00,,,S,2,21.2,21,2012-07-19,19,7,2012,09:33:00,NW,1,S,2,22.2,20.5,,
LEU_003,2012-07-18,18,7,2012,21:27:00,,,S,2,21.5,21,2012-07-19,19,7,2012,09:27:00,NW,1,S,2,21.7,20.5,,
LEU_004,2012-07-18,18,7,2012,21:22:00,,,S,2,21.5,21,2012-07-19,19,7,2012,09:22:00,NW,1,S,2,21.4,20.5,,
LEU_005,2012-07-18,18,7,2012,21:17:00,,,S,2,22,21,2012-07-19,19,7,2012,09:17:00,NW,2,S,2,21.8,20.5,,
LEU_006,2012-07-18,18,7,2012,21:13:00,,,S,2,22,21,2012-07-19,19,7,2012,09:11:00,NW,2,S,2,22,20.5,,
LEU_007,2012-07-18,18,7,2012,21:07:00,,,S,2,22,21,2012-07-19,19,7,2012,09:06:00,NW,2,S,2,21.5,20.5,,
LEU_008,2012-07-18,18,7,2012,21:02:00,,,S,2,22,21,2012-07-19,19,7,2012,09:00:00,NW,3,S,3,22.4,20.5,,
LEU_009,2012-07-18,18,7,2012,20:58:00,,,S,2,22,21,2012-07-19,19,7,2012,08:55:00,NW,3,S,3,23,20.5,,
LEU_012,2012-07-18,18,7,2012,20:46:00,,,S,2,24,21,2012-07-19,19,7,2012,08:42:00,NW,3,S,3,21.6,20.5,,
LEU_002,2012-07-19,19,7,2012,19:14:00,NW,2,NW,1,25.9,20.8,2012-07-20,20,7,2012,10:12:00,NW,0.5,S,3,25,20.6,,
LEU_003,2012-07-19,19,7,2012,19:21:00,NW,3,S,1,22.6,20.8,2012-07-20,20,7,2012,10:08:00,NW,0.5,S,3,25,20.6,,
LEU_004,2012-07-19,19,7,2012,19:29:00,NW,3,S,1,22.3,20.8,2012-07-20,20,7,2012,10:04:00,NW,0.5,S,3,24,20.6,,
LEU_005,2012-07-19,19,7,2012,19:35:00,NW,3,S,1,22.5,20.8,2012-07-20,20,7,2012,09:54:00,NW,0.5,S,3,23,20.6,,
LEU_006,2012-07-19,19,7,2012,19:40:00,NW,3,S,1,22.5,20.8,2012-07-20,20,7,2012,09:51:00,NW,0.5,S,3,23,20.6,,
LEU_007,2012-07-19,19,7,2012,19:47:00,NW,3,S,2,22.4,20.8,2012-07-20,20,7,2012,09:47:00,NW,0.5,S,3,23,20.6,,
LEU_008,2012-07-19,19,7,2012,19:54:00,NW,3,S,2,22.6,20.8,2012-07-20,20,7,2012,09:40:00,NW,0.5,S,3,24,20.6,,
LEU_009,2012-07-19,19,7,2012,19:59:00,NW,3,S,2,22.7,20.8,2012-07-20,20,7,2012,09:37:00,NW,0.5,S,3,24,20.6,,
LEU_012,2012-07-19,19,7,2012,20:18:00,NW,3,NW,1,22.3,20.8,2012-07-20,20,7,2012,08:46:00,NW,0.5,S,3,24,20.6,,
LEU_002,2012-07-20,20,7,2012,18:33:00,NW,3,S,3,25,20.7,2012-07-21,21,7,2012,08:38:00,NW,3,S,2,19.8,20,,
LEU_003,2012-07-20,20,7,2012,18:39:00,NW,3,S,3,25,20.7,2012-07-21,21,7,2012,08:33:00,NW,3,S,2,19.8,20,,
LEU_004,2012-07-20,20,7,2012,18:45:00,NW,3,S,3,24.6,20.7,2012-07-21,21,7,2012,08:28:00,NW,3,S,2,19.9,20,,
LEU_005,2012-07-20,20,7,2012,18:50:00,NW,3,S,3,24.3,20.7,2012-07-21,21,7,2012,08:23:00,NW,3,S,2,19.7,20,,
LEU_006,2012-07-20,20,7,2012,18:56:00,NW,3,S,3,24.1,20.7,2012-07-21,21,7,2012,08:17:00,NW,2,S,2,19.8,20,,
LEU_007,2012-07-20,20,7,2012,19:03:00,NW,3,S,3,23.3,20.7,2012-07-21,21,7,2012,08:11:00,NW,2,S,2,20.5,20,,
LEU_008,2012-07-20,20,7,2012,19:12:00,NW,3,S,3,21.2,20.7,2012-07-21,21,7,2012,08:03:00,NW,2,S,2,19.1,20,,
LEU_009,2012-07-20,20,7,2012,19:17:00,NW,3,S,3,20.2,20.7,2012-07-21,21,7,2012,07:58:00,NW,2,S,2,19.1,20,,
LEU_012,2012-07-20,20,7,2012,19:32:00,NW,3,W,2,20.4,20.7,2012-07-21,21,7,2012,07:41:00,NW,1,S,0.5,19,20,,
LEU_002,2012-07-23,23,7,2012,16:11:00,S,1,S,3,22.9,20.5,2012-07-24,24,7,2012,09:06:00,N,1,S,3,20.6,20,,
LEU_003,2012-07-23,23,7,2012,16:16:00,S,1,S,3,24.3,20.5,2012-07-24,24,7,2012,09:02:00,N,1,S,3,20.4,20,,
LEU_004,2012-07-23,23,7,2012,16:23:00,S,1,S,3,24.8,20.5,2012-07-24,24,7,2012,08:58:00,N,1,S,3,20.4,20,,
LEU_005,2012-07-23,23,7,2012,16:27:00,S,1,S,3,24.9,20.5,2012-07-24,24,7,2012,08:51:00,N,1,S,3,21.5,20,,
LEU_006,2012-07-23,23,7,2012,16:32:00,S,1,S,3,23.8,20.5,2012-07-24,24,7,2012,08:48:00,N,1,S,3,21.3,20,,
LEU_007,2012-07-23,23,7,2012,16:37:00,S,1,S,3,23.6,20.5,2012-07-24,24,7,2012,08:34:00,N,1,S,3,20.9,20,,
LEU_008,2012-07-23,23,7,2012,16:42:00,S,1,S,3,24.4,20.5,2012-07-24,24,7,2012,,,,,,,,,
LEU_009,2012-07-23,23,7,2012,16:46:00,S,1,S,3,24.9,20.5,2012-07-24,24,7,2012,08:04:00,N,1,S,3,20,20,,
LEU_002,2012-07-24,24,7,2012,18:14:00,SE,0.5,S,2,27,20.7,2012-07-25,25,7,2012,08:53:00,N,2,S,1,20,20.3,,
LEU_003,2012-07-24,24,7,2012,18:20:00,SE,0.5,S,2,26.9,20.7,2012-07-25,25,7,2012,08:47:00,N,2,S,1,20,20.3,,
LEU_004,2012-07-24,24,7,2012,18:26:00,SE,0.5,S,2,26.2,20.7,2012-07-25,25,7,2012,08:41:00,N,2,S,1,20,20.3,,
LEU_005,2012-07-24,24,7,2012,18:32:00,SE,0.5,S,2,27.2,20.7,2012-07-25,25,7,2012,08:35:00,N,2,S,1,20,20.3,,
LEU_006,2012-07-24,24,7,2012,18:38:00,SE,0.5,S,2,26.9,20.7,2012-07-25,25,7,2012,08:29:00,N,2,S,1,20,20.3,,
LEU_007,2012-07-24,24,7,2012,18:44:00,SE,0.5,S,2,25.6,20.7,2012-07-25,25,7,2012,08:23:00,,,,,,,Filet perdu / vol,
LEU_008,2012-07-24,24,7,2012,18:49:00,SE,0.5,S,2,25.7,20.7,2012-07-25,25,7,2012,08:17:00,N,2,S,1,20.2,20.3,,
LEU_009,2012-07-24,24,7,2012,18:55:00,SE,0.5,S,2,25.7,20.7,2012-07-25,25,7,2012,08:11:00,N,2,S,1,20.2,20.3,,
LEU_012,2012-07-24,24,7,2012,19:16:00,W,0.5,S,0.5,24.9,20.7,2012-07-25,25,7,2012,08:05:00,N,1,N,1,19,20.3,,
LEU_002,2012-07-25,25,7,2012,17:29:00,S,0.5,S,1,25,21.5,2012-07-26,26,7,2012,09:17:00,NE,1,NE,1,20.8,20.6,,
LEU_003,2012-07-25,25,7,2012,17:34:00,S,0.5,S,1,28,21.5,2012-07-26,26,7,2012,09:12:00,NE,1,NE,1,20.8,20.6,,
LEU_004,2012-07-25,25,7,2012,17:40:00,S,0.5,S,1,29,21.5,2012-07-26,26,7,2012,09:08:00,NE,1,NE,1,20.7,20.6,,
LEU_005,2012-07-25,25,7,2012,17:46:00,S,0.5,S,1,30,21.5,2012-07-26,26,7,2012,09:03:00,NE,1,NE,1,20.7,20.6,,
LEU_006,2012-07-25,25,7,2012,17:53:00,S,0.5,S,1,33,21.5,2012-07-26,26,7,2012,08:58:00,NE,1,NE,1,20.7,20.6,,
LEU_007,2012-07-25,25,7,2012,17:59:00,S,0.5,S,1,33.3,21.5,2012-07-26,26,7,2012,08:53:00,NE,1,NE,1,20.7,20.6,,
LEU_008,2012-07-25,25,7,2012,18:06:00,S,0.5,S,1,33.1,21.5,2012-07-26,26,7,2012,08:48:00,NE,1,NE,1,20.7,20.6,,
LEU_009,2012-07-25,25,7,2012,18:13:00,S,0.5,S,1,30.5,21.5,2012-07-26,26,7,2012,08:42:00,N,1,N,1,20.8,20.6,,
LEU_012,2012-07-25,25,7,2012,20:28:00,SE,0.5,,,22.8,21.5,2012-07-26,26,7,2012,07:42:00,NE,1,NE,1,20,20.6,,
LEU_002,2012-08-15,15,8,2012,19:45:00,E,1,N,1,,,2012-08-16,16,8,2012,07:23:00,,,N,2,,,Temps orageux,
LEU_003,2012-08-15,15,8,2012,19:51:00,E,1,N,1,,,2012-08-16,16,8,2012,07:28:00,,,N,2,,,Mer agitée,
LEU_004,2012-08-15,15,8,2012,19:56:00,E,1,N,1,,,2012-08-16,16,8,2012,07:36:00,,,N,2,,,Les CAREs ne travaillent pas normalement,
LEU_005,2012-08-15,15,8,2012,20:03:00,E,1,N,1,,,2012-08-16,16,8,2012,07:40:00,,,N,2,,,(voir photo),
LEU_006,2012-08-15,15,8,2012,20:10:00,E,1,N,1,,,2012-08-16,16,8,2012,07:32:00,,,N,2,,,,
LEU_007,2012-08-15,15,8,2012,20:16:00,E,1,N,1,,,2012-08-16,16,8,2012,07:48:00,,,N,2,,,,
LEU_008,2012-08-15,15,8,2012,20:22:00,E,1,N,1,,,2012-08-16,16,8,2012,07:52:00,,,N,2,,,,
LEU_009,2012-08-15,15,8,2012,20:28:00,E,1,N,1,,,2012-08-16,16,8,2012,07:56:00,,,N,2,,,,
LEU_010,2012-08-15,15,8,2012,20:38:00,E,1,N,1,,,2012-08-16,16,8,2012,07:59:00,,,N,2,,,,
LEU_002,2012-08-16,16,8,2012,18:10:00,S,0.5,N,0.5,24,,2012-08-17,17,8,2012,07:26:00,N,0.5,N,1,,,,
LEU_003,2012-08-16,16,8,2012,18:21:00,S,0.5,N,0.5,24,,2012-08-17,17,8,2012,07:32:00,N,0.5,N,1,,,,
LEU_004,2012-08-16,16,8,2012,18:26:00,S,0.5,N,0.5,24,,2012-08-17,17,8,2012,07:37:00,N,0.5,N,1,,,,
LEU_005,2012-08-16,16,8,2012,18:30:00,S,0.5,N,0.5,24,,2012-08-17,17,8,2012,07:42:00,N,0.5,N,1,,,,
LEU_006,2012-08-16,16,8,2012,18:35:00,S,0.5,N,0.5,24,,2012-08-17,17,8,2012,07:47:00,N,0.5,N,1,,,,
LEU_007,2012-08-16,16,8,2012,18:39:00,S,0.5,N,0.5,24,,2012-08-17,17,8,2012,07:52:00,N,0.5,N,1,,,,
LEU_008,2012-08-16,16,8,2012,18:43:00,S,0.5,N,0.5,24,,2012-08-17,17,8,2012,07:56:00,N,0.5,N,1,,,,
LEU_009,2012-08-16,16,8,2012,18:46:00,S,0.5,N,0.5,24,,2012-08-17,17,8,2012,08:00:00,N,0.5,N,1,,,,
LEU_010,2012-08-16,16,8,2012,18:50:00,S,0.5,N,0.5,24,,2012-08-17,17,8,2012,08:04:00,N,0.5,N,1,,,,
LEU_002,2012-08-17,17,8,2012,19:25:00,,,NW,0.5,25,,2012-08-18,18,8,2012,05:02:00,E,1,N,0.5,,,"Mer peu agitéé, basses pressions",
LEU_003,2012-08-17,17,8,2012,19:29:00,,,NW,0.5,25,,2012-08-18,18,8,2012,05:06:00,E,1,NE,0.5,,,,
LEU_004,2012-08-17,17,8,2012,19:33:00,,,NW,0.5,25,,2012-08-18,18,8,2012,05:12:00,E,1,NE,0.5,,,,
LEU_005,2012-08-17,17,8,2012,19:37:00,,,NW,1,25,,2012-08-18,18,8,2012,05:17:00,E,1,NE,0.5,,,,
LEU_006,2012-08-17,17,8,2012,19:41:00,,,NW,1,24,,2012-08-18,18,8,2012,05:23:00,E,1,NE,0.5,,,,
LEU_007,2012-08-17,17,8,2012,19:45:00,,,S,0.5,23,,2012-08-18,18,8,2012,05:29:00,E,1,NE,0.5,,,,
LEU_008,2012-08-17,17,8,2012,19:50:00,,,NW,0.5,23,,2012-08-18,18,8,2012,05:33:00,E,1,NE,0.5,,,,
LEU_009,2012-08-17,17,8,2012,19:55:00,,,NW,0.5,23,,2012-08-18,18,8,2012,05:38:00,E,1,NE,0.5,,,,
LEU_010,2012-08-17,17,8,2012,19:58:00,,,NW,0.5,23,,2012-08-18,18,8,2012,05:42:00,E,1,NE,0.5,,,,
LEU_002,2012-08-18,18,8,2012,18:23:00,E,0.5,N,0.5,,,2012-08-19,19,8,2012,07:34:00,E,0.5,N,0.5,,,,
LEU_003,2012-08-18,18,8,2012,18:26:00,E,0.5,N,0.5,,,2012-08-19,19,8,2012,07:39:00,E,0.5,N,0.5,,,,
LEU_004,2012-08-18,18,8,2012,18:28:00,E,0.5,N,0.5,,,2012-08-19,19,8,2012,07:44:00,E,0.5,N,0.5,,,,
LEU_005,2012-08-18,18,8,2012,18:33:00,E,0.5,N,0.5,,,2012-08-19,19,8,2012,07:51:00,E,0.5,N,0.5,,,,
LEU_006,2012-08-18,18,8,2012,18:36:00,E,0.5,N,0.5,,,2012-08-19,19,8,2012,07:55:00,E,0.5,N,0.5,,,,
LEU_007,2012-08-18,18,8,2012,18:40:00,E,0.5,N,0.5,,,2012-08-19,19,8,2012,08:01:00,E,0.5,N,0.5,,,,
LEU_008,2012-08-18,18,8,2012,18:42:00,E,0.5,N,0.5,,,2012-08-19,19,8,2012,08:08:00,E,0.5,N,0.5,,,,
LEU_009,2012-08-18,18,8,2012,18:45:00,E,0.5,N,0.5,,,2012-08-19,19,8,2012,08:12:00,E,0.5,N,0.5,,,Calamar dans le CARE,
LEU_010,2012-08-18,18,8,2012,18:47:00,E,0.5,N,0.5,,,2012-08-19,19,8,2012,08:16:00,E,0.5,N,0.5,,,,
LEU_002,2012-08-19,19,8,2012,16:44:00,,,N,1,,,2012-08-20,20,8,2012,09:02:00,NE,0.5,N,2,,,,
LEU_003,2012-08-19,19,8,2012,16:48:00,,,N,1,,,2012-08-20,20,8,2012,08:58:00,NE,0.5,N,2,,,,
LEU_004,2012-08-19,19,8,2012,16:52:00,,,N,1,,,2012-08-20,20,8,2012,08:53:00,NE,0.5,N,2,,,,
LEU_005,2012-08-19,19,8,2012,16:57:00,,,N,1,,,2012-08-20,20,8,2012,08:50:00,NE,0.5,N,2,,,,
LEU_006,2012-08-19,19,8,2012,17:01:00,,,N,1,,,2012-08-20,20,8,2012,08:46:00,NE,0.5,N,2,,,,
LEU_007,2012-08-19,19,8,2012,17:05:00,,,N,1,,,2012-08-20,20,8,2012,08:43:00,NE,0.5,N,2,,,,
LEU_008,2012-08-19,19,8,2012,17:10:00,,,N,1,,,2012-08-20,20,8,2012,08:40:00,NE,0.5,N,2,,,,
LEU_009,2012-08-19,19,8,2012,17:14:00,,,N,1,,,2012-08-20,20,8,2012,08:23:00,NE,0.5,N,2,,,,
LEU_010,2012-08-19,19,8,2012,17:18:00,,,N,1,,,2012-08-20,20,8,2012,08:03:00,NE,0.5,N,2,,,,
LEU_002,2012-08-20,20,8,2012,18:41:00,SW,0.5,N,0.5,27,,2012-08-21,21,8,2012,08:38:00,,,N,1,25,,Le soir vent d'orage secteur NO variable,
LEU_003,2012-08-20,20,8,2012,18:45:00,SW,0.5,N,0.5,26,,2012-08-21,21,8,2012,08:34:00,,,N,1,25,,Le courant à l'air tournant: N au début,
LEU_004,2012-08-20,20,8,2012,18:48:00,SW,0.5,N,0.5,26,,2012-08-21,21,8,2012,08:29:00,,,N,1,25,,passant NO puis O en fin de cale,
LEU_005,2012-08-20,20,8,2012,18:53:00,SW,0.5,NW,0.5,26,,2012-08-21,21,8,2012,08:23:00,,,N,1,25,,,
LEU_006,2012-08-20,20,8,2012,18:57:00,SW,0.5,NW,0.5,26,,2012-08-21,21,8,2012,08:17:00,,,N,1,25,,,
LEU_007,2012-08-20,20,8,2012,19:02:00,SW,0.5,NW,0.5,26,,2012-08-21,21,8,2012,08:12:00,,,N,1,25,,,
LEU_008,2012-08-20,20,8,2012,19:09:00,SW,0.5,W,0.5,27,,2012-08-21,21,8,2012,08:06:00,,,N,1,25,,,
LEU_009,2012-08-20,20,8,2012,19:13:00,SW,0.5,W,0.5,26,,2012-08-21,21,8,2012,08:00:00,,,N,1,26,,,
LEU_010,2012-08-20,20,8,2012,19:17:00,SW,0.5,W,0.5,26,,2012-08-21,21,8,2012,07:55:00,,,N,1,26,,,
LEU_002,2012-08-21,21,8,2012,20:13:00,,,N,0.5,26,,2012-08-22,22,8,2012,07:33:00,NW,1,N,0.5,27,,Calamar dans le CARE,
LEU_003,2012-08-21,21,8,2012,20:19:00,,,N,0.5,26,,2012-08-22,22,8,2012,07:38:00,NW,1,N,0.5,27,,Calme plat lors de la cale,
LEU_004,2012-08-21,21,8,2012,20:23:00,,,N,0.5,26,,2012-08-22,22,8,2012,07:43:00,NW,1,N,0.5,27,,,
LEU_005,2012-08-21,21,8,2012,20:27:00,,,N,0.5,25,,2012-08-22,22,8,2012,07:48:00,NW,1,N,0.5,27,,,
LEU_006,2012-08-21,21,8,2012,20:31:00,,,N,0.5,25,,2012-08-22,22,8,2012,07:53:00,NW,1,N,0.5,27,,,
LEU_007,2012-08-21,21,8,2012,20:37:00,,,N,0.5,25,,2012-08-22,22,8,2012,07:59:00,NW,1,N,0.5,27,,,
LEU_008,2012-08-21,21,8,2012,20:41:00,,,N,0.5,25,,2012-08-22,22,8,2012,08:04:00,NW,1,N,0.5,27,,,
LEU_009,2012-08-21,21,8,2012,20:44:00,,,N,0.5,25,,2012-08-22,22,8,2012,08:08:00,NW,1,N,0.5,27,,,
LEU_010,2012-08-21,21,8,2012,20:50:00,,,N,0.5,25,,2012-08-22,22,8,2012,08:13:00,NW,1,N,0.5,27,,,
LEU_002,2012-08-22,22,8,2012,19:26:00,NE,0.5,S,0.5,28,,2012-08-23,23,8,2012,08:12:00,N,0.5,N,0.5,27,,,
LEU_003,2012-08-22,22,8,2012,19:30:00,NE,0.5,S,0.5,28,,2012-08-23,23,8,2012,08:16:00,N,0.5,N,0.5,27,,,
LEU_004,2012-08-22,22,8,2012,19:33:00,NE,0.5,S,0.5,28,,2012-08-23,23,8,2012,08:21:00,N,0.5,N,0.5,27,,,
LEU_005,2012-08-22,22,8,2012,19:36:00,NE,0.5,S,0.5,28,,2012-08-23,23,8,2012,08:25:00,N,0.5,N,0.5,25,,,
LEU_006,2012-08-22,22,8,2012,19:40:00,NE,0.5,S,0.5,28,,2012-08-23,23,8,2012,08:30:00,N,0.5,N,0.5,25,,,
LEU_007,2012-08-22,22,8,2012,19:43:00,NE,0.5,S,0.5,27,,2012-08-23,23,8,2012,08:35:00,N,0.5,N,0.5,25,,,
LEU_008,2012-08-22,22,8,2012,19:46:00,NE,0.5,S,0.5,27,,2012-08-23,23,8,2012,08:39:00,N,0.5,N,0.5,25,,,
LEU_009,2012-08-22,22,8,2012,19:49:00,NE,0.5,S,0.5,27,,2012-08-23,23,8,2012,08:44:00,N,0.5,N,0.5,25,,,
LEU_010,2012-08-22,22,8,2012,19:52:00,NE,0.5,S,0.5,27,,2012-08-23,23,8,2012,08:48:00,N,0.5,N,0.5,25,,,
LEU_004,2012-09-15,15,9,2012,16:20:00,SE,1,S,1,,,2012-09-16,16,9,2012,09:30:00,,,S,1,,19,,
LEU_005,2012-09-15,15,9,2012,16:24:00,SE,1,S,1,,,2012-09-16,16,9,2012,09:35:00,,,S,1,,19,,
LEU_006,2012-09-15,15,9,2012,16:29:00,SE,1,S,1,,,2012-09-16,16,9,2012,09:39:00,,,S,1,,19,,
LEU_007,2012-09-15,15,9,2012,16:34:00,SE,1,S,1,,,2012-09-16,16,9,2012,09:44:00,,,S,1,,19,,
LEU_008,2012-09-15,15,9,2012,16:39:00,SE,1,S,1,,,2012-09-16,16,9,2012,09:50:00,,,S,1,,19,,
LEU_009,2012-09-15,15,9,2012,16:44:00,SE,1,S,1,,,2012-09-16,16,9,2012,09:54:00,,,S,1,,19,,
LEU_010,2012-09-15,15,9,2012,16:49:00,SE,1,S,1,,,2012-09-16,16,9,2012,09:59:00,,,S,1,,19,,
LEU_011,2012-09-15,15,9,2012,16:55:00,SE,1,S,1,,,2012-09-16,16,9,2012,10:04:00,,,S,1,,19,,
LEU_012,2012-09-15,15,9,2012,17:01:00,SE,1,S,1,,,2012-09-16,16,9,2012,10:10:00,,,S,1,,19,,
LEU_004,2012-09-16,16,9,2012,19:04:00,,,S,1,,19.2,2012-09-17,17,9,2012,10:03:00,,,S,1,,18.9,,
LEU_005,2012-09-16,16,9,2012,19:08:00,,,S,1,,19.2,2012-09-17,17,9,2012,10:00:00,,,S,1,,18.9,,
LEU_006,2012-09-16,16,9,2012,19:12:00,,,S,1,,19.2,2012-09-17,17,9,2012,09:57:00,,,S,1,,18.9,,
LEU_007,2012-09-16,16,9,2012,19:17:00,,,S,1,,19.2,2012-09-17,17,9,2012,09:54:00,,,S,1,,18.9,,
LEU_008,2012-09-16,16,9,2012,19:22:00,,,S,1,,19.2,2012-09-17,17,9,2012,09:51:00,,,S,1,,18.9,,
LEU_009,2012-09-16,16,9,2012,19:26:00,,,S,1,,19.2,2012-09-17,17,9,2012,09:48:00,,,S,1,,18.9,,
LEU_010,2012-09-16,16,9,2012,19:32:00,,,S,1,,19.2,2012-09-17,17,9,2012,09:45:00,,,S,1,,18.9,,
LEU_011,2012-09-16,16,9,2012,19:36:00,,,S,1,,19.2,2012-09-17,17,9,2012,09:40:00,,,S,1,,18.9,,
LEU_012,2012-09-16,16,9,2012,19:45:00,,,S,1,,19.2,2012-09-17,17,9,2012,09:30:00,,,S,1,,18.9,,
LEU_003,2012-09-17,17,9,2012,20:33:00,,,,,,19.7,2012-09-18,18,9,2012,08:10:00,,,,,,19.1,,
LEU_004,2012-09-17,17,9,2012,20:00:00,,,,,,19.7,2012-09-18,18,9,2012,,,,,,,19.1,CARE Volé (entier),
LEU_005,2012-09-17,17,9,2012,20:03:00,,,,,,19.7,2012-09-18,18,9,2012,,,,,,,19.1,Filet volé,
LEU_006,2012-09-17,17,9,2012,20:07:00,,,,,,19.7,2012-09-18,18,9,2012,08:16:00,,,,,,19.1,,
LEU_007,2012-09-17,17,9,2012,20:11:00,,,,,,19.7,2012-09-18,18,9,2012,08:23:00,,,,,,19.1,,
LEU_008,2012-09-17,17,9,2012,20:13:00,,,,,,19.7,2012-09-18,18,9,2012,08:28:00,,,,,,19.1,,
LEU_009,2012-09-17,17,9,2012,20:17:00,,,,,,19.7,2012-09-18,18,9,2012,08:32:00,,,,,,19.1,,
LEU_010,2012-09-17,17,9,2012,20:20:00,,,,,,19.7,2012-09-18,18,9,2012,08:36:00,,,,,,19.1,,
LEU_011,2012-09-17,17,9,2012,20:24:00,,,,,,19.7,2012-09-18,18,9,2012,08:43:00,,,,,,19.1,,
LEU_003,2012-09-20,20,9,2012,13:42:00,,,S,1,,19.7,2012-09-21,21,9,2012,08:05:00,,,S,1,,19.1,,
LEU_004,2012-09-20,20,9,2012,16:15:00,,,S,1,,19.7,2012-09-21,21,9,2012,08:09:00,,,S,1,,19.1,,
LEU_005,2012-09-20,20,9,2012,13:46:00,,,S,1,,19.7,2012-09-21,21,9,2012,08:13:00,,,S,1,,19.1,,
LEU_006,2012-09-20,20,9,2012,13:49:00,,,S,1,,19.7,2012-09-21,21,9,2012,08:18:00,,,S,1,,19.1,,
LEU_007,2012-09-20,20,9,2012,13:52:00,,,S,1,,19.7,2012-09-21,21,9,2012,08:23:00,,,S,1,,19.1,,
LEU_008,2012-09-20,20,9,2012,13:56:00,,,S,1,,19.7,2012-09-21,21,9,2012,08:27:00,,,S,1,,19.1,,
LEU_009,2012-09-20,20,9,2012,13:59:00,,,S,1,,19.7,2012-09-21,21,9,2012,08:32:00,,,S,2,,19.1,,
LEU_010,2012-09-20,20,9,2012,14:04:00,,,S,1,,19.7,2012-09-21,21,9,2012,08:36:00,,,S,2,,19.1,,
LEU_011,2012-09-20,20,9,2012,14:08:00,,,S,1,,19.7,2012-09-21,21,9,2012,08:41:00,,,S,2,,19.1,,
LEU_003,2012-09-22,22,9,2012,13:20:00,,,SE,0.5,,18.9,2012-09-23,23,9,2012,08:47:00,SE,1,E,0.5,,18.9,"Résidu de houle de S-E (0,5) pour la phase",
LEU_004,2012-09-22,22,9,2012,13:18:00,,,SE,0.5,,18.9,2012-09-23,23,9,2012,08:43:00,SE,1,E,0.5,,18.9,de cale,
LEU_005,2012-09-22,22,9,2012,13:13:00,,,SE,0.5,,18.9,2012-09-23,23,9,2012,08:38:00,SE,1,E,0.5,,18.9,Courant tournant (secteur W vers le cap,
LEU_006,2012-09-22,22,9,2012,13:09:00,,,SE,0.5,,18.9,2012-09-23,23,9,2012,08:33:00,SE,1,E,0.5,,18.9,et S vers le port),
