Station,Date In,Day_in,Month_in,Year_in,Hour in,Wind Direction,Wind Force,Current Direction,Current speed,T° (Air),T° (water),Date out,Day_out,Month_out,Year_out,Hour out,Wind Direction,Wind Force,Current Direction,Current speed,T° (Air),T° (water),    Observations,
LEU_065,2013-06-07,7,6,2013,18:03:00,NE,0.5,,,21,16.6,2013-06-08,8,6,2013,06:44:00,S,1,,,,15.8,"42N 52, 917'   003E 00, 729'",
LEU_066,2013-06-07,7,6,2013,18:06:00,NE,0.5,,,21,16.6,2013-06-08,8,6,2013,06:47:00,S,1,,,,15.8,"42N 52, 612'   003E 00, 788'",
LEU_067,2013-06-07,7,6,2013,18:09:00,NE,0.5,,,21,16.6,2013-06-08,8,6,2013,06:50:00,S,1,,,,15.8,"42N 52, 555'   003E 00, 691'",
LEU_068,2013-06-07,7,6,2013,18:13:00,NE,0.5,,,21,16.6,2013-06-08,8,6,2013,06:54:00,S,1,,,,15.8,"42N 52, 504'   003E 00, 611'",
LEU_069,2013-06-07,7,6,2013,18:18:00,NE,0.5,,,21,16.6,2013-06-08,8,6,2013,07:00:00,S,1,,,,15.8,"42N 52, 449'   003E 00, 584'",
LEU_070,2013-06-07,7,6,2013,18:22:00,NE,0.5,,,21,16.6,2013-06-08,8,6,2013,07:24:00,S,2,,,,15.8,"42N 52, 361'   003E 00, 718'",
LEU_071,2013-06-07,7,6,2013,18:26:00,NE,0.5,,,21,16.6,2013-06-08,8,6,2013,07:27:00,S,2,,,,15.8,"42N 52, 236'   003E 00, 927'",
xxx,2013-06-07,7,6,2013,,,,,,,,2013-06-08,8,6,2013,,,,,,,,Care non calé (matériel défectueux),
LEU_058,2013-06-09,9,6,2013,12:16:00,NE,1,N,2,18,16.1,2013-06-10,10,6,2013,06:38:00,NW,2,NW,0.5,17,16,Mêmes points GPS que les 6 et 7/06,
LEU_059,2013-06-09,9,6,2013,12:19:00,NE,1,N,2,18,16.1,2013-06-10,10,6,2013,06:41:00,NW,2,NW,0.5,17,16,En mer et dans les CAREs: méduses +++,
LEU_060,2013-06-09,9,6,2013,12:22:00,NE,1,N,2,18,16.1,2013-06-10,10,6,2013,06:45:00,NW,2,NW,0.5,17,16,,
LEU_061,2013-06-09,9,6,2013,12:28:00,NE,1,N,2,18,16.1,2013-06-10,10,6,2013,07:12:00,NW,3,NW,0.5,17,16,,
LEU_062,2013-06-09,9,6,2013,12:32:00,NE,1,N,2,18,16.1,2013-06-10,10,6,2013,06:52:00,NW,2,N,2,17,16,,
LEU_063,2013-06-09,9,6,2013,12:34:00,NE,1,N,2,18,16.1,2013-06-10,10,6,2013,06:56:00,NW,2,N,2,17,16,,
LEU_053,2013-06-09,9,6,2013,12:38:00,NE,1,N,2,18,16.1,2013-06-10,10,6,2013,07:00:00,NW,2,N,2,17,16,,
LEU_054,2013-06-09,9,6,2013,12:42:00,NE,1,N,2,18,16.1,2013-06-10,10,6,2013,07:03:00,NW,2,N,2,17,16,,
LEU_055,2013-06-09,9,6,2013,12:44:00,NE,1,N,2,18,16.1,2013-06-10,10,6,2013,07:07:00,NW,3,N,2,17,16,,
LEU_058,2013-06-10,10,6,2013,16:35:00,NW,3,NW,2,24,16.2,2013-06-11,11,6,2013,07:05:00,,,S,1,19,15.8,"42N 52, 530'   003E 03, 483'",
LEU_059,2013-06-10,10,6,2013,16:40:00,NW,3,NW,2,24,16.2,2013-06-11,11,6,2013,07:10:00,,,S,1,19,15.8,"42N 52, 721'   003E 03, 490'",
LEU_060,2013-06-10,10,6,2013,16:43:00,NW,3,NW,2,24,16.2,2013-06-11,11,6,2013,07:19:00,,,S,1,19,15.8,"42N 52, 875'   003E 03, 541'",
LEU_061,2013-06-10,10,6,2013,16:48:00,NW,3,NW,1,24,16.2,2013-06-11,11,6,2013,07:27:00,,,S,1,19,15.8,"42N 53, 072'   003E 03, 565'",
LEU_062,2013-06-10,10,6,2013,16:51:00,NW,3,NW,1,24,16.2,2013-06-11,11,6,2013,07:35:00,,,S,1,19,15.8,"42N 53, 099'   003E 03, 982'",
LEU_063,2013-06-10,10,6,2013,16:54:00,NW,3,NW,1,24,16.2,2013-06-11,11,6,2013,07:42:00,,,S,1,19,15.8,"42N 52, 925'   003E 03, 966'",
LEU_053,2013-06-10,10,6,2013,16:58:00,NW,3,NW,1,24,16.2,2013-06-11,11,6,2013,07:54:00,,,S,1,19,15.8,"42N 52, 727'   003E 03, 923'",
LEU_054,2013-06-10,10,6,2013,17:06:00,NW,3,NW,1,24,16.2,2013-06-11,11,6,2013,07:59:00,,,S,1,19,15.8,"42N 52, 549'   003E 03, 874'",
LEU_072,2013-06-10,10,6,2013,17:09:00,NW,2,,,24,16.2,2013-06-11,11,6,2013,08:05:00,,,S,1,19,15.8,"42N 52, 391'   003E 03, 340'",
LEU_073,2013-06-26,26,6,2013,20:33:00,NW,2,,,25,18.4,2013-06-27,27,6,2013,06:30:00,NW,0.5,S,0.5,20,18,"42N 52, 474'   003E 03, 374'",
LEU_074,2013-06-26,26,6,2013,20:39:00,NW,2,,,25,18.4,2013-06-27,27,6,2013,06:35:00,NW,0.5,S,0.5,20,18,"42N 52, 617'   003E 03, 365'",
LEU_075,2013-06-26,26,6,2013,20:43:00,NW,2,,,25,18.4,2013-06-27,27,6,2013,06:39:00,NW,0.5,S,0.5,20,18,"42N 52, 769'   003E 03, 381'",
LEU_076,2013-06-26,26,6,2013,20:46:00,NW,2,,,25,18.4,2013-06-27,27,6,2013,06:43:00,NW,0.5,S,0.5,20,18,"42N 52, 910'   003E 03, 440'",
LEU_077,2013-06-26,26,6,2013,20:52:00,NW,2,,,25,18.4,2013-06-27,27,6,2013,06:47:00,NW,0.5,S,0.5,20,18,"42N 53, 037'   003E 03, 478'",
LEU_078,2013-06-26,26,6,2013,20:56:00,NW,2,,,25,18.4,2013-06-27,27,6,2013,06:51:00,NW,0.5,S,0.5,20,18,"42N 53, 187'   003E 03, 426'",
LEU_079,2013-06-26,26,6,2013,20:59:00,NW,2,,,25,18.4,2013-06-27,27,6,2013,06:55:00,NW,0.5,S,0.5,20,18,"42N 53, 326'   003E 03, 455'",
LEU_080,2013-06-26,26,6,2013,21:04:00,NW,2,,,25,18.4,2013-06-27,27,6,2013,06:58:00,NW,0.5,S,0.5,20,18,"42N 53, 478'   003E 03, 477'",
LEU_073,2013-06-30,30,6,2013,19:30:00,,,S,2,,,2013-07-01,1,7,2013,06:02:00,,,S,3,,18.7,,1
LEU_074,2013-06-30,30,6,2013,19:33:00,,,S,2,,,2013-07-01,1,7,2013,06:04:00,,,S,3,,18.7,,2
LEU_075,2013-06-30,30,6,2013,19:37:00,,,S,2,,,2013-07-01,1,7,2013,06:07:00,,,S,3,,18.7,,3
LEU_076,2013-06-30,30,6,2013,19:41:00,,,S,2,,,2013-07-01,1,7,2013,06:11:00,,,S,3,,18.7,,4
LEU_077,2013-06-30,30,6,2013,19:44:00,,,S,2,,,2013-07-01,1,7,2013,06:15:00,,,S,3,,18.7,,5
LEU_078,2013-06-30,30,6,2013,19:48:00,,,S,2,,,2013-07-01,1,7,2013,06:19:00,,,S,3,,18.7,,6
LEU_081,2013-06-30,30,6,2013,19:52:00,,,S,2,,,2013-07-01,1,7,2013,06:23:00,,,S,3,,18.7,"42N 54, 715'   003E 03, 844'",10
LEU_082,2013-06-30,30,6,2013,19:55:00,,,S,2,,,2013-07-01,1,7,2013,06:25:00,,,S,3,,18.7,"42N 54, 845'   003E 03, 785'",11
LEU_083,2013-06-30,30,6,2013,20:01:00,,,S,2,,,2013-07-01,1,7,2013,06:31:00,,,S,3,,18.7,"42N 54, 990'   003E 03, 793'",12
LEU_073,2013-07-01,1,7,2013,18:12:00,,,S,3,26,19.1,2013-07-02,2,7,2013,06:32:00,E,1,S,3,21,18,,
LEU_074,2013-07-01,1,7,2013,18:17:00,,,S,3,26,19.1,2013-07-02,2,7,2013,06:35:00,E,1,S,3,21,18,,
LEU_075,2013-07-01,1,7,2013,18:19:00,,,S,3,26,19.1,2013-07-02,2,7,2013,06:38:00,E,1,S,3,21,18,,
LEU_076,2013-07-01,1,7,2013,18:22:00,,,S,3,26,19.1,2013-07-02,2,7,2013,06:41:00,E,1,S,3,21,18,,
LEU_077,2013-07-01,1,7,2013,18:25:00,,,S,3,26,19.1,2013-07-02,2,7,2013,06:43:00,E,1,S,3,21,18,,
LEU_078,2013-07-01,1,7,2013,18:28:00,,,S,3,26,19.1,2013-07-02,2,7,2013,06:48:00,E,1,S,3,21,18,,
LEU_081,2013-07-01,1,7,2013,19:36:00,S,1,S,3,26,19.1,2013-07-02,2,7,2013,06:57:00,E,1,S,3,21,18,,
LEU_082,2013-07-01,1,7,2013,19:39:00,S,1,S,3,26,19.1,2013-07-02,2,7,2013,07:02:00,E,1,S,3,21,18,,
LEU_083,2013-07-01,1,7,2013,19:41:00,S,1,S,3,26,19.1,2013-07-02,2,7,2013,07:06:00,E,1,S,3,21,18,,
LEU_073,2013-07-02,2,7,2013,19:07:00,,,S,3,,19.2,2013-07-03,3,7,2013,05:31:00,,,N,1,,18.9,,
LEU_074,2013-07-02,2,7,2013,19:11:00,,,S,3,,19.2,2013-07-03,3,7,2013,05:34:00,,,N,1,,18.9,,
LEU_075,2013-07-02,2,7,2013,19:13:00,,,S,3,,19.2,2013-07-03,3,7,2013,05:37:00,,,N,1,,18.9,,
LEU_076,2013-07-02,2,7,2013,19:19:00,,,S,3,,19.2,2013-07-03,3,7,2013,05:41:00,,,N,1,,18.9,,
LEU_077,2013-07-02,2,7,2013,19:23:00,,,S,3,,19.2,2013-07-03,3,7,2013,05:44:00,,,N,1,,18.9,,
LEU_078,2013-07-02,2,7,2013,19:26:00,,,S,3,,19.2,2013-07-03,3,7,2013,05:47:00,,,N,1,,18.9,,
LEU_080,2013-07-02,2,7,2013,19:33:00,,,S,3,,19.2,2013-07-03,3,7,2013,05:51:00,,,N,1,,18.9,,
LEU_081,2013-07-02,2,7,2013,19:36:00,,,S,3,,19.2,2013-07-03,3,7,2013,05:46:00,,,N,1,,18.9,,
LEU_073,2013-07-05,5,7,2013,18:00:00,,,S,2,,20.4,2013-07-06,6,7,2013,06:24:00,,,S,1,,19.6,,
LEU_074,2013-07-05,5,7,2013,18:05:00,,,S,3,,20.4,2013-07-06,6,7,2013,06:27:00,,,S,2,,19.6,,
LEU_075,2013-07-05,5,7,2013,18:09:00,,,S,3,,20.4,2013-07-06,6,7,2013,06:32:00,,,S,2,,19.6,,
LEU_076,2013-07-05,5,7,2013,18:14:00,,,S,3,,20.4,2013-07-06,6,7,2013,06:35:00,,,S,2,,19.6,,
LEU_077,2013-07-05,5,7,2013,18:18:00,,,S,3,,20.4,2013-07-06,6,7,2013,06:38:00,,,S,2,,19.6,,
LEU_078,2013-07-05,5,7,2013,18:23:00,,,S,3,,20.4,2013-07-06,6,7,2013,06:41:00,,,S,2,,19.6,,
LEU_084,2013-07-05,5,7,2013,18:26:00,,,S,3,,20.4,2013-07-06,6,7,2013,06:46:00,,,S,2,,19.6,"42N 55, 416'   003E 03, 534'",
LEU_080,2013-07-05,5,7,2013,18:31:00,,,S,3,,20.4,2013-07-06,6,7,2013,06:51:00,,,S,2,,19.6,,
LEU_081,2013-07-05,5,7,2013,18:36:00,,,S,3,,20.4,2013-07-06,6,7,2013,06:53:00,,,S,2,,19.6,,
LEU_075,2013-07-06,6,7,2013,17:54:00,S,1,S,3,,20.1,2013-07-07,7,7,2013,07:43:00,,,S,2,,19.8,,
LEU_076,2013-07-06,6,7,2013,17:57:00,S,1,S,3,,20.1,2013-07-07,7,7,2013,07:48:00,,,S,2,,19.8,,
LEU_077,2013-07-06,6,7,2013,17:59:00,S,1,S,3,,20.1,2013-07-07,7,7,2013,07:52:00,,,S,1,,19.8,,
LEU_084,2013-07-06,6,7,2013,18:28:00,S,1,,,,20.1,2013-07-07,7,7,2013,08:08:00,,,,,,19.8,,
LEU_078,2013-07-06,6,7,2013,18:04:00,S,1,S,3,,20.1,2013-07-07,7,7,2013,08:34:00,,,,,,19.8,,
LEU_080,2013-07-06,6,7,2013,18:07:00,S,1,S,3,,20.1,2013-07-07,7,7,2013,08:31:00,,,,,,19.8,,
LEU_081,2013-07-06,6,7,2013,18:14:00,S,1,S,3,,20.1,2013-07-07,7,7,2013,08:24:00,,,E,0.5,,19.8,1 calamar,
LEU_082,2013-07-06,6,7,2013,18:17:00,S,1,S,3,,20.1,2013-07-07,7,7,2013,08:18:00,,,E,0.5,,19.8,,
LEU_083,2013-07-06,6,7,2013,18:20:00,S,1,S,3,,20.1,2013-07-07,7,7,2013,08:14:00,,,E,0.5,,19.8,,
LEU_075,2013-07-07,7,7,2013,20:36:00,S,0.5,S,1,,21.1,2013-07-08,8,7,2013,07:01:00,,,N,1,,20.7,,
LEU_076,2013-07-07,7,7,2013,20:33:00,S,0.5,S,2,,21.1,2013-07-08,8,7,2013,07:05:00,,,N,2,,20.7,,
LEU_077,2013-07-07,7,7,2013,20:30:00,S,0.5,S,2,,21.1,2013-07-08,8,7,2013,07:07:00,,,N,2,,20.7,,
LEU_084,2013-07-07,7,7,2013,19:48:00,S,1,,,,21.1,2013-07-08,8,7,2013,07:34:00,,,,,,20.7,,
LEU_078,2013-07-07,7,7,2013,20:28:00,S,0.5,S,2,,21.1,2013-07-08,8,7,2013,07:10:00,,,N,1,,20.7,,
LEU_080,2013-07-07,7,7,2013,20:25:00,S,0.5,S,2,,21.1,2013-07-08,8,7,2013,07:13:00,,,N,2,,20.7,,
LEU_081,2013-07-07,7,7,2013,20:19:00,S,0.5,S,2,,21.1,2013-07-08,8,7,2013,07:16:00,,,N,2,,20.7,,
LEU_082,2013-07-07,7,7,2013,20:16:00,S,0.5,S,2,,21.1,2013-07-08,8,7,2013,07:26:00,,,N,1,,20.7,,
LEU_083,2013-07-07,7,7,2013,20:09:00,S,1,S,2,,21.1,2013-07-08,8,7,2013,07:29:00,,,N,1,,20.7,,
LEU_073,2013-07-08,8,7,2013,16:30:00,,,N,1,,22.2,2013-07-09,9,7,2013,07:53:00,NE,1,N,3,,21.1,,
LEU_074,2013-07-08,8,7,2013,16:34:00,,,N,1,,22.2,2013-07-09,9,7,2013,07:48:00,NE,1,N,3,,21.1,,
LEU_075,2013-07-08,8,7,2013,16:37:00,,,N,1,,22.2,2013-07-09,9,7,2013,07:45:00,NE,1,N,3,,21.1,,
LEU_076,2013-07-08,8,7,2013,16:40:00,,,N,1,,22.2,2013-07-09,9,7,2013,07:41:00,NE,1,N,3,,21.1,,
LEU_077,2013-07-08,8,7,2013,16:44:00,,,N,1,,22.2,2013-07-09,9,7,2013,07:38:00,NE,1,N,3,,21.1,,
LEU_078,2013-07-08,8,7,2013,16:46:00,,,N,1,,22.2,2013-07-09,9,7,2013,07:33:00,NE,1,N,3,,21.1,,
LEU_084,2013-07-08,8,7,2013,16:49:00,,,N,1,,22.2,2013-07-09,9,7,2013,07:30:00,NE,1,N,3,,21.1,,
LEU_080,2013-07-08,8,7,2013,16:52:00,,,N,1,,22.2,2013-07-09,9,7,2013,07:26:00,NE,1,N,3,,21.1,,
LEU_081,2013-07-08,8,7,2013,16:55:00,,,N,1,,22.2,2013-07-09,9,7,2013,07:22:00,NE,1,N,3,,21.1,,
LEU_073,2013-07-10,10,7,2013,14:25:00,,,N,3,,21.8,2013-07-11,11,7,2013,06:03:00,,,NE,1,,21.5,,
LEU_074,2013-07-10,10,7,2013,14:28:00,,,N,3,,21.8,2013-07-11,11,7,2013,05:58:00,,,N,1,,21.5,,
LEU_085,2013-07-10,10,7,2013,14:33:00,,,N,3,,21.8,2013-07-11,11,7,2013,05:56:00,,,N,3,,21.5,"42N 52, 723'   003E 03, 667'",
LEU_076,2013-07-10,10,7,2013,14:39:00,,,N,3,,21.8,2013-07-11,11,7,2013,05:52:00,,,S,1,,21.5,,
LEU_077,2013-07-10,10,7,2013,14:41:00,,,N,3,,21.8,2013-07-11,11,7,2013,05:49:00,,,S,1,,21.5,,
LEU_078,2013-07-10,10,7,2013,14:44:00,,,N,3,,21.8,2013-07-11,11,7,2013,05:45:00,,,S,1,,21.5,,
LEU_086,2013-07-10,10,7,2013,14:48:00,,,N,3,,21.8,2013-07-11,11,7,2013,05:42:00,,,N,3,,21.5,"42N 53, 311'   003E 03, 780'",
LEU_080,2013-07-10,10,7,2013,14:52:00,,,N,2,,21.8,2013-07-11,11,7,2013,05:39:00,,,S,1,,21.5,,
LEU_081,2013-07-10,10,7,2013,14:55:00,,,N,2,,21.8,2013-07-11,11,7,2013,05:34:00,,,S,1,,21.5,,
LEU_073,2013-07-15,15,7,2013,20:00:00,,,,,,22.6,2013-07-16,16,7,2013,08:00:00,,,,,,22,,
LEU_074,2013-07-15,15,7,2013,20:05:00,,,,,,22.6,2013-07-16,16,7,2013,08:04:00,,,,,,22,,
LEU_085,2013-07-15,15,7,2013,20:09:00,,,,,,22.6,2013-07-16,16,7,2013,08:08:00,,,,,,22,,
LEU_076,2013-07-15,15,7,2013,20:13:00,,,,,,22.6,2013-07-16,16,7,2013,08:12:00,,,,,,22,,
LEU_077,2013-07-15,15,7,2013,20:16:00,,,,,,22.6,2013-07-16,16,7,2013,08:15:00,,,,,,22,,
LEU_078,2013-07-15,15,7,2013,20:20:00,,,,,,22.6,2013-07-16,16,7,2013,08:20:00,,,,,,22,,
LEU_086,2013-07-15,15,7,2013,20:24:00,,,,,,22.6,2013-07-16,16,7,2013,08:24:00,,,,,,22,,
LEU_080,2013-07-15,15,7,2013,20:28:00,,,,,,22.6,2013-07-16,16,7,2013,08:29:00,,,,,,22,,
LEU_081,2013-07-15,15,7,2013,20:33:00,,,,,,22.6,2013-07-16,16,7,2013,08:34:00,,,,,,22,,
LEU_073,2013-07-16,16,7,2013,20:31:00,,,,,,21.7,2013-07-17,17,7,2013,09:28:00,,,,,,22.5,Temps orageux lors de la cale,
LEU_074,2013-07-16,16,7,2013,20:22:00,,,,,,21.7,2013-07-17,17,7,2013,09:24:00,,,,,,22.5,1 calamar,
LEU_085,2013-07-16,16,7,2013,20:17:00,,,,,,21.7,2013-07-17,17,7,2013,09:20:00,,,,,,22.5,,
LEU_076,2013-07-16,16,7,2013,20:13:00,,,,,,21.7,2013-07-17,17,7,2013,09:16:00,,,,,,22.5,1 chinchard 20cm,
LEU_077,2013-07-16,16,7,2013,20:10:00,,,,,,21.7,2013-07-17,17,7,2013,09:12:00,,,,,,22.5,,
LEU_078,2013-07-16,16,7,2013,20:07:00,,,,,,21.7,2013-07-17,17,7,2013,09:08:00,,,,,,22.5,,
LEU_086,2013-07-16,16,7,2013,,,,,,,21.7,2013-07-17,17,7,2013,,,,,,,22.5,Drapeau cassé,
LEU_080,2013-07-16,16,7,2013,20:04:00,,,,,,21.7,2013-07-17,17,7,2013,09:05:00,,,,,,22.5,,
LEU_081,2013-07-16,16,7,2013,20:01:00,,,,,,21.7,2013-07-17,17,7,2013,09:00:00,,,,,,22.5,,
LEU_073,2013-07-19,19,7,2013,20:00:00,,,,,,22.8,2013-07-20,20,7,2013,08:02:00,,,N,3,,22.6,,
LEU_074,2013-07-19,19,7,2013,20:04:00,,,,,,22.8,2013-07-20,20,7,2013,08:07:00,,,N,3,,22.6,,
LEU_085,2013-07-19,19,7,2013,20:09:00,,,,,,22.8,2013-07-20,20,7,2013,08:15:00,,,N,3,,22.6,,
LEU_076,2013-07-19,19,7,2013,20:14:00,,,,,,22.8,2013-07-20,20,7,2013,08:24:00,,,N,3,,22.6,,
LEU_077,2013-07-19,19,7,2013,20:20:00,,,,,,22.8,2013-07-20,20,7,2013,08:32:00,,,N,3,,22.6,,
LEU_078,2013-07-19,19,7,2013,20:25:00,,,,,,22.8,2013-07-20,20,7,2013,08:37:00,,,N,3,,22.6,,
LEU_080,2013-07-19,19,7,2013,20:32:00,,,,,,22.8,2013-07-20,20,7,2013,08:42:00,,,N,3,,22.6,,
LEU_081,2013-07-19,19,7,2013,20:36:00,,,,,,22.8,2013-07-20,20,7,2013,08:51:00,,,N,3,,22.6,,
LEU_082,2013-07-19,19,7,2013,20:40:00,,,,,,22.8,2013-07-20,20,7,2013,09:03:00,,,N,3,,22.6,,
LEU_073,2013-07-21,21,7,2013,20:10:00,,,N,1,,23.9,2013-07-22,22,7,2013,08:44:00,,,N,3,,23.1,,
LEU_074,2013-07-21,21,7,2013,20:14:00,,,N,1,,23.9,2013-07-22,22,7,2013,08:48:00,,,N,3,,23.1,,
LEU_085,2013-07-21,21,7,2013,20:18:00,,,N,1,,23.9,2013-07-22,22,7,2013,08:53:00,,,N,3,,23.1,,
LEU_076,2013-07-21,21,7,2013,20:25:00,,,N,1,,23.9,2013-07-22,22,7,2013,08:58:00,,,N,3,,23.1,,
LEU_077,2013-07-21,21,7,2013,20:30:00,,,N,1,,23.9,2013-07-22,22,7,2013,09:03:00,,,N,3,,23.1,,
LEU_078,2013-07-21,21,7,2013,20:34:00,,,N,1,,23.9,2013-07-22,22,7,2013,09:07:00,,,N,3,,23.1,,
LEU_087,2013-07-21,21,7,2013,20:38:00,,,N,1,,23.9,2013-07-22,22,7,2013,09:12:00,,,N,3,,23.1,"42N 53, 322'   003E 03, 476'",
LEU_080,2013-07-21,21,7,2013,20:41:00,,,N,1,,23.9,2013-07-22,22,7,2013,09:17:00,,,N,3,,23.1,,
LEU_081,2013-07-21,21,7,2013,20:45:00,,,N,1,,23.9,2013-07-22,22,7,2013,09:25:00,,,N,3,,23.1,,
LEU_073,2013-07-22,22,7,2013,18:12:00,,,N,0.5,,23.7,2013-07-23,23,7,2013,08:58:00,E,1,N,3,,23.2,,
LEU_074,2013-07-22,22,7,2013,18:15:00,,,N,0.5,,23.7,2013-07-23,23,7,2013,09:15:00,E,1,N,3,,23.2,,
LEU_076,2013-07-22,22,7,2013,18:18:00,,,N,0.5,,23.7,2013-07-23,23,7,2013,09:24:00,E,1,N,3,,23.2,,
LEU_077,2013-07-22,22,7,2013,18:21:00,,,N,0.5,,23.7,2013-07-23,23,7,2013,09:32:00,E,1,N,3,,23.2,,
LEU_078,2013-07-22,22,7,2013,18:23:00,,,N,0.5,,23.7,2013-07-23,23,7,2013,09:40:00,E,1,N,3,,23.2,,
LEU_087,2013-07-22,22,7,2013,18:27:00,,,N,0.5,,23.7,2013-07-23,23,7,2013,09:43:00,E,1,N,3,,23.2,,
LEU_080,2013-07-22,22,7,2013,18:30:00,,,N,0.5,,23.7,2013-07-23,23,7,2013,09:47:00,E,1,N,3,,23.2,,
LEU_081,2013-07-22,22,7,2013,18:33:00,,,N,0.5,,23.7,2013-07-23,23,7,2013,09:54:00,E,1,N,3,,23.2,,
LEU_082,2013-07-22,22,7,2013,18:37:00,,,N,0.5,,23.7,2013-07-23,23,7,2013,10:03:00,E,1,N,3,,23.2,,
LEU_073,2013-07-29,29,7,2013,19:18:00,NW,1,,,,25.1,2013-07-30,30,7,2013,08:42:00,NW,0.5,,,,25.3,,
LEU_074,2013-07-29,29,7,2013,19:22:00,NW,1,,,,25.1,2013-07-30,30,7,2013,08:39:00,NW,0.5,,,,25.3,,
LEU_076,2013-07-29,29,7,2013,19:25:00,NW,1,,,,25.1,2013-07-30,30,7,2013,08:37:00,NW,0.5,,,,25.3,,
LEU_077,2013-07-29,29,7,2013,19:29:00,NW,1,,,,25.1,2013-07-30,30,7,2013,08:35:00,NW,0.5,,,,25.3,,
LEU_078,2013-07-29,29,7,2013,19:32:00,NW,1,,,,25.1,2013-07-30,30,7,2013,08:31:00,NW,0.5,,,,25.3,,
LEU_087,2013-07-29,29,7,2013,19:34:00,NW,1,,,,25.1,2013-07-30,30,7,2013,08:29:00,NW,0.5,,,,25.3,,
LEU_080,2013-07-29,29,7,2013,19:36:00,NW,1,,,,25.1,2013-07-30,30,7,2013,08:26:00,NW,0.5,,,,25.3,,
LEU_081,2013-07-29,29,7,2013,19:39:00,NW,1,,,,25.1,2013-07-30,30,7,2013,08:24:00,NW,0.5,N,0.5,,25.3,,
LEU_082,2013-07-29,29,7,2013,19:45:00,NW,1,,,,25.1,2013-07-30,30,7,2013,08:17:00,NW,0.5,N,1,,25.3,,
LEU_073,2013-07-30,30,7,2013,12:00:00,N,3,N,1,,25.7,2013-07-31,31,7,2013,08:00:00,,,S,2,,25.4,,
LEU_074,2013-07-30,30,7,2013,12:04:00,N,3,N,1,,25.7,2013-07-31,31,7,2013,08:05:00,,,S,2,,25.4,,
LEU_076,2013-07-30,30,7,2013,12:08:00,N,3,N,1,,25.7,2013-07-31,31,7,2013,08:11:00,,,S,2,,25.4,,
LEU_077,2013-07-30,30,7,2013,12:12:00,N,3,N,1,,25.7,2013-07-31,31,7,2013,08:15:00,,,S,2,,25.4,,
LEU_078,2013-07-30,30,7,2013,12:16:00,N,3,N,1,,25.7,2013-07-31,31,7,2013,08:19:00,,,S,2,,25.4,,
LEU_087,2013-07-30,30,7,2013,12:20:00,N,3,N,1,,25.7,2013-07-31,31,7,2013,08:24:00,,,S,2,,25.4,,
LEU_080,2013-07-30,30,7,2013,12:24:00,N,3,N,1,,25.7,2013-07-31,31,7,2013,08:29:00,,,S,2,,25.4,,
LEU_081,2013-07-30,30,7,2013,12:28:00,N,3,N,1,,25.7,2013-07-31,31,7,2013,08:34:00,,,S,2,,25.4,,
LEU_082,2013-07-30,30,7,2013,12:32:00,N,3,N,1,,25.7,2013-07-31,31,7,2013,08:40:00,,,S,2,,25.4,,
LEU_073,2013-07-31,31,7,2013,19:15:00,,,S,1,,26,2013-08-01,1,8,2013,09:30:00,E,0.5,N,2,,25.4,,
LEU_074,2013-07-31,31,7,2013,19:19:00,,,S,1,,26,2013-08-01,1,8,2013,09:34:00,E,0.5,N,2,,25.4,,
LEU_085,2013-07-31,31,7,2013,19:24:00,,,S,1,,26,2013-08-01,1,8,2013,09:38:00,E,0.5,N,2,,25.4,,
LEU_076,2013-07-31,31,7,2013,19:30:00,,,S,1,,26,2013-08-01,1,8,2013,09:43:00,E,0.5,N,2,,25.4,,
LEU_077,2013-07-31,31,7,2013,19:34:00,,,S,1,,26,2013-08-01,1,8,2013,09:48:00,E,0.5,N,2,,25.4,,
LEU_078,2013-07-31,31,7,2013,19:39:00,,,S,1,,26,2013-08-01,1,8,2013,09:52:00,E,0.5,N,2,,25.4,,
LEU_087,2013-07-31,31,7,2013,19:43:00,,,S,1,,26,2013-08-01,1,8,2013,09:57:00,E,0.5,N,2,,25.4,,
LEU_080,2013-07-31,31,7,2013,19:47:00,,,S,1,,26,2013-08-01,1,8,2013,10:02:00,E,0.5,N,2,,25.4,,
LEU_081,2013-07-31,31,7,2013,19:51:00,,,S,1,,26,2013-08-01,1,8,2013,10:10:00,E,0.5,N,2,,25.4,,
LEU_088,2013-08-05,5,8,2013,12:56:00,,,N,3,,24.3,2013-08-06,6,8,2013,06:20:00,,,N,3,,24.3,"42N 52, 388'   003E 03, 615'",
LEU_089,2013-08-05,5,8,2013,12:59:00,,,N,3,,24.3,2013-08-06,6,8,2013,06:22:00,,,N,3,,24.3,"42N 52, 562'   003E 03, 602'",
LEU_085,2013-08-05,5,8,2013,13:04:00,,,N,3,,24.3,2013-08-06,6,8,2013,06:26:00,,,N,3,,24.3,,
LEU_076,2013-08-05,5,8,2013,13:07:00,,,N,3,,24.3,2013-08-06,6,8,2013,06:30:00,,,N,3,,24.3,,
LEU_077,2013-08-05,5,8,2013,13:10:00,,,N,3,,24.3,2013-08-06,6,8,2013,06:35:00,,,N,3,,24.3,,
LEU_078,2013-08-05,5,8,2013,13:12:00,,,N,3,,24.3,2013-08-06,6,8,2013,06:38:00,,,N,3,,24.3,,
LEU_087,2013-08-05,5,8,2013,13:15:00,,,N,3,,24.3,2013-08-06,6,8,2013,06:42:00,,,N,3,,24.3,,
