"lon","lat"
14.897056,44.499139
14.892889,44.5
14.8959885239512,44.5
14.897056,44.499139
NA,NA
14.305833,44.498722
14.3,44.497083
14.2974100647896,44.5
14.3066264066297,44.5
14.305833,44.498722
NA,NA
14.540361,44.494139
14.537083,44.494972
14.537083,44.496639
14.540361,44.494139
NA,NA
15.019083,44.493722
15.013333,44.494583
15.0073952220823,44.5
15.0206724264376,44.5
15.019083,44.493722
NA,NA
14.559139,44.494556
14.552444,44.493722
14.5479684919581,44.5
14.559139,44.5
14.559139,44.494556
NA,NA
14.566639,44.482861
14.560361,44.489139
14.560389,44.494972
14.565361,44.495833
14.566639,44.482861
NA,NA
15.078333,44.474611
15.069139,44.475417
15.058306,44.48375
15.052472,44.48375
15.047917,44.487472
15.049111,44.495417
15.0425,44.492917
15.039139,44.496222
15.0226031578069,44.5
15.060198,44.5
15.078333,44.474611
NA,NA
14.542444,44.480361
14.544583,44.475806
14.540833,44.474528
14.537861,44.478306
14.537917,44.480806
14.542444,44.480361
NA,NA
14.527472,44.499583
14.533306,44.499556
14.535833,44.492861
14.539583,44.492472
14.534111,44.47875
14.52,44.473694
14.514972,44.474528
14.503278,44.487861
14.499944,44.486194
14.494556,44.489139
14.496611,44.492056
14.488694,44.494139
14.492889,44.497472
14.485389,44.498306
14.485478553499,44.5
14.5272611648,44.5
14.527472,44.499583
NA,NA
14.864972,44.482056
14.871222,44.474111
14.871639,44.465389
14.847417,44.478722
14.844528,44.484944
14.844528,44.486667
14.851639,44.487889
14.864972,44.482056
NA,NA
14.551667,44.467028
14.558306,44.467917
14.564583,44.460861
14.554111,44.460417
14.538722,44.469139
14.538722,44.470806
14.547472,44.473694
14.551667,44.467028
NA,NA
14.549972,44.460389
14.565,44.457944
14.579583,44.439972
14.571639,44.445389
14.5575,44.447889
14.554194,44.440389
14.539167,44.442917
14.530417,44.449111
14.527083,44.456639
14.528278,44.457917
14.531583,44.462889
14.543306,44.465389
14.549972,44.460389
NA,NA
14.998722,44.434111
14.993694,44.435833
14.993694,44.4375
14.998722,44.434111
NA,NA
14.739528,44.428278
14.731222,44.430833
14.731222,44.431694
14.738306,44.433778
14.739528,44.428278
NA,NA
14.760389,44.419111
14.752889,44.419111
14.752889,44.420833
14.760389,44.419111
NA,NA
8.847028,44.418306
8.841278,44.419139
8.841583,44.419556
8.847028,44.418306
NA,NA
8.807472,44.417083
8.805389,44.419139
8.805861,44.419556
8.807472,44.417083
NA,NA
12.284528,44.496639
12.292111,44.493278
12.286194,44.491611
12.292056,44.490833
12.287028,44.489167
12.289556,44.4675
12.299556,44.442472
12.322056,44.4075
12.319611,44.394972
12.312917,44.391667
12.318306,44.392028
12.323306,44.399528
12.324583,44.359139
12.342944,44.323333
12.339556,44.317472
12.347028,44.319139
12.357917,44.271639
12.370417,44.245
12.399583,44.2075
12.395778,44.205417
12.4,44.203722
12.404139,44.210389
12.403333,44.207056
12.407944,44.209167
12.40625,44.205806
12.420833,44.188722
12.473722,44.146667
12.466639,44.144556
12.476667,44.144556
12.517444,44.107028
12.554139,44.08125
12.5625,44.07875
12.560833,44.072917
12.564972,44.076222
12.574139,44.077056
12.570833,44.070389
12.580833,44.082111
12.578722,44.077472
12.584556,44.078306
12.581194,44.074972
12.583667,44.070833
12.638306,44.022944
12.6875,43.990333
12.709972,43.978667
12.720028,43.976972
12.719972,43.972
12.725861,43.975389
12.727528,43.972833
12.738361,43.971167
12.798333,43.967889
12.895833,43.926167
12.9075,43.927
12.996694,43.864528
13.053361,43.837056
13.056194,43.832472
13.051639,43.829611
13.060833,43.832917
13.124194,43.784556
13.174944,43.753778
13.171611,43.751194
13.178306,43.752056
13.216639,43.727056
13.223278,43.727083
13.230833,43.717083
13.284111,43.684556
13.336639,43.659556
13.3725,43.647028
13.370833,43.64125
13.379139,43.645417
13.409972,43.628694
13.451667,43.614583
13.487472,43.611222
13.496222,43.616667
13.495861,43.625389
13.50375,43.620806
13.504556,43.624139
13.497444,43.627944
13.509167,43.63125
13.511611,43.627889
13.529139,43.622917
13.536611,43.612889
13.550861,43.606222
13.565389,43.590778
13.565806,43.586222
13.572083,43.584139
13.567083,43.582528
13.574111,43.571222
13.586639,43.567028
13.593278,43.568722
13.6125,43.560389
13.619111,43.552917
13.626694,43.552083
13.627917,43.543306
13.621194,43.534139
13.625417,43.514972
13.623694,43.503333
13.669611,43.434194
13.672056,43.426667
13.664556,43.424167
13.672472,43.425417
13.674556,43.423333
13.714528,43.334972
13.728306,43.317056
13.734528,43.315028
13.742917,43.300028
13.74375,43.297444
13.734583,43.294139
13.744944,43.296278
13.747889,43.293333
13.765389,43.256639
13.779528,43.238306
13.772083,43.234972
13.781222,43.235833
13.785361,43.216639
13.798694,43.185806
13.84375,43.105806
13.847917,43.095
13.848694,43.066639
13.865361,43.025
13.872083,42.988333
13.893722,42.936694
13.912056,42.903306
13.918333,42.895417
13.925444,42.893306
13.920417,42.891667
13.930417,42.839139
13.947056,42.798306
13.980389,42.739972
13.966278,42.725833
13.983333,42.735444
13.997861,42.705028
14.025444,42.669944
14.037917,42.659194
14.028722,42.652472
14.03825,42.657889
14.040361,42.656639
14.057083,42.6275
14.080417,42.599139
14.117444,42.558722
14.147083,42.535
14.150028,42.534556
14.153722,42.530806
14.142472,42.521222
14.155833,42.528694
14.181611,42.502083
14.211667,42.478722
14.224944,42.472056
14.227083,42.469167
14.220028,42.465389
14.230806,42.467083
14.250806,42.449583
14.281667,42.429556
14.301611,42.42125
14.315861,42.410361
14.355861,42.392083
14.373333,42.380389
14.379972,42.381222
14.394139,42.374556
14.410389,42.360806
14.412056,42.348333
14.427028,42.336639
14.429611,42.325778
14.439944,42.315361
14.500833,42.275389
14.502944,42.260806
14.509139,42.254556
14.529139,42.242917
14.542889,42.24
14.531167,42.231639
14.530778,42.22375
14.545833,42.237889
14.556667,42.229583
14.596667,42.209583
14.646583,42.19375
14.650028,42.185417
14.648667,42.1925
14.651667,42.192889
14.703306,42.172917
14.710833,42.172889
14.716639,42.177056
14.720361,42.154139
14.715389,42.149167
14.722028,42.126639
14.717889,42.105
14.728306,42.093722
14.751639,42.080389
14.796667,42.066222
14.788278,42.045389
14.797083,42.055028
14.79875,42.063306
14.803333,42.064528
14.824972,42.046194
14.892528,42.024556
14.948306,42.012056
15,42.007083
15.004139,41.992889
15.027444,41.985389
15.029139,41.979556
15.029972,41.982944
15.037472,41.980417
15.071639,41.94625
15.140778,41.927083
15.175833,41.921194
15.224972,41.917917
15.2625,41.919556
15.284972,41.924583
15.287083,41.918306
15.282472,41.911222
15.289139,41.917083
15.296611,41.910389
15.294583,41.914972
15.298278,41.92125
15.337472,41.916222
15.341694,41.917917
15.354111,41.906222
15.385778,41.901194
15.474583,41.904111
15.474167,41.89875
15.464194,41.894556
15.445833,41.895417
15.376667,41.889556
15.33,41.892889
15.312111,41.883333
15.315833,41.877889
15.326611,41.876278
15.325833,41.872028
15.335,41.870417
15.344139,41.862028
15.349583,41.864139
15.349139,41.868694
15.365806,41.863722
15.394972,41.87875
15.414083,41.877861
15.428278,41.869583
15.437444,41.86875
15.485861,41.874556
15.519167,41.887056
15.524139,41.89625
15.536639,41.897889
15.551694,41.894556
15.560778,41.900417
15.568278,41.901222
15.574528,41.908306
15.572528,41.912889
15.5625,41.915389
15.553278,41.91125
15.520778,41.907861
15.513333,41.903722
15.511639,41.911222
15.595806,41.922889
15.621611,41.931222
15.667944,41.922472
15.667889,41.918306
15.680417,41.907472
15.679583,41.9
15.686278,41.896639
15.687056,41.875833
15.682111,41.870806
15.695833,41.86125
15.7,41.8596510376612
15.7,39.9925302213
15.699139,39.992889
15.697472,39.997889
15.679556,40.005778
15.675417,40.016611
15.676667,40.030417
15.667444,40.033722
15.664194,40.040361
15.6475,40.040417
15.630806,40.052056
15.625417,40.058333
15.63125,40.069111
15.626667,40.072917
15.620833,40.06875
15.614194,40.06875
15.602472,40.074583
15.589139,40.073722
15.580833,40.07875
15.574139,40.078722
15.565833,40.075389
15.524194,40.072056
15.506639,40.063722
15.485,40.037889
15.476694,40.040389
15.4625,40.033694
15.420778,39.991278
15.411639,39.99375
15.412472,39.997083
15.399139,39.994611
15.392472,39.997889
15.388306,39.99625
15.38,40.001222
15.373306,39.999556
15.372528,39.99625
15.365861,40.00125
15.355,39.999556
15.349139,40.005417
15.341639,40.00625
15.334139,40.01125
15.314972,40.032083
15.297472,40.029528
15.293278,40.022917
15.2775,40.022028
15.268278,40.024583
15.2675,40.032889
15.280806,40.03125
15.285444,40.037472
15.282028,40.054972
15.27375,40.070778
15.263278,40.082083
15.239944,40.090444
15.203306,40.122889
15.178333,40.125389
15.144583,40.160778
15.139167,40.171278
15.142417,40.162917
15.119111,40.177056
15.099944,40.172056
15.086667,40.172917
15.071667,40.165361
15.0625,40.165389
15.0525,40.170361
15.039139,40.169556
15.021194,40.180778
15.017917,40.194167
14.991667,40.217889
14.984944,40.221194
14.968306,40.221194
14.952472,40.232861
14.942472,40.233722
14.935833,40.227889
14.93075,40.229528
14.905361,40.245806
14.902889,40.254111
14.907444,40.25875
14.919972,40.262889
14.924972,40.267861
14.930806,40.267861
14.943694,40.282472
14.944583,40.309167
14.936194,40.318333
14.940389,40.321639
14.94375,40.336639
